Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price,Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
23/04/2015,"53 INIS EAGLA, SHANNON, CO CLARE",,Clare,54000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"54 BELLVIEW HEIGHTS, MULLINGAR, WESTMEATH",,Westmeath,138000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"55 Carrabeg, Newport Road, Castlebar",,Mayo,140000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/04/2015,"56 Rinawade Vale, Leixlip",,Kildare,331000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"56 The Glen, Kilnacourt Woods, Portarlington",,Laois,81497.79,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
23/04/2015,"58 GLEANNTAIN MANOR, CARNAMUGGAGH, LETTERKENNY",,Donegal,124000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"6 LARKHILL HOUSE, LARKHILL RD, SLIGO",,Sligo,120000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"61 CASTLE FALLS, ROSS RD, KILLARNEY",,Kerry,220000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"69 CLUAIN RI, ASHBOURNE, MEATH",,Meath,214000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"7 GLEN ELLAN DR, SWORDS, DUBLIN",,Dublin,240000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"7 THE GROVE, GLEANN NA RI TOWER, BLARNEY",,Cork,197000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"70 The Elms, Ridgewood, Swords",,Dublin,330396.47,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/04/2015,"71 BRIARFIELD ROAD, KILBARRACK, DUBLIN 5",,Dublin,195000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"74 BRAEMOR RD, CHURCHTOWN, DUBLIN 14",Dublin 14,Dublin,380000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"75 GLEANTAIN MANOR, CARNAMUGGAGH, LETTERKENNY",,Donegal,124000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"8 BALLYBUCK, KILLINA, GORT",,Galway,249000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"83A LOWER MAIN STREET, LETTERKENNY, CO DONEGAL",,Donegal,90000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"85 RATOATH EST, CABRA, DUBLIN 7",Dublin 7,Dublin,122500,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"9 MCDERMOTT PLACE, BALLYPHEHANE, CORK",,Cork,95000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"9 RORY OCONNOR PARK, MONKSTOWN, DUN LAOGHAIRE",,Dublin,175000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"93 CLUAIN BUI, THE MOYNE, ENNISCORTHY",,Wexford,90000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"99 EDENMORE CRESCENT, RAHENY, DUBLIN 5",Dublin 5,Dublin,210000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"Aishling Ardmore, Co Waterford",,Waterford,145000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"AN GRIANAN, CORNAGILL, LETTERKENNY",,Donegal,219000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"APT 1, THE LAUREL, GRATTAN WOOD DUBLIN 13",Dublin 13,Dublin,190000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"APT 303 CSA COMPLEX, SUMMER HILL APTS, GOLDEN MILE",,Donegal,29665,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"APT 503 CSA COMPLEX, SUMMER HILL APTS, GOLDEN MILE",,Donegal,29665,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"BALLYBOUGH, BALLYMORE EUSTACE, CO KILDARE",,Kildare,325000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"Ballynonan, Doonaboy, Kilkee",,Clare,75000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"BARLEY HILL, KINGSCOURT, CO MEATH",,Meath,80000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"CAPPNAHANNAGH, MURROE, CO LIMERICK",,Limerick,75000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"CARROWNASKEAGT, TULSK, ROSCOMMON",,Roscommon,36500,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"CLOONWEELAUN MENLOUGH, BALLINASLOE, GALWAY",,Galway,152000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"DOOROC, DRUMLISH, LONGFORD",,Longford,27000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"DUNMORAN, SKREEN, SLIGO",,Sligo,150000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"ENDSLEIGH GARDENS, DOUGLAS RD, CORK",,Cork,470000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"FRIARY RD, KILDARE, KILDARE",,Kildare,295000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"Gate Lodge, Rochestown Road",,Cork,165000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"HEATHCREST, GLENALUA RD, KILLINEY",,Dublin,970000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"Horeswood, Campile, New Ross",,Wexford,15000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"IVORS COURT, IVORS LANE, CASTLEDERMOT",,Kildare,150000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"KEELBEG, CASTLETOWN GEOGHAN, MULLINGAR",,Westmeath,240000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"KILMYSHALL HOUSE, RATHCOLMAN, MULLINGAR",,Westmeath,330000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"Kilpeacon House, Crecora",,Limerick,382584,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"Kilpeacon Lodge, Kilpeacon, Crecora",,Limerick,60000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"LOWER BRIDGE ST, CALLAN, KILKENNY",,Kilkenny,50000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"Lower Mills, Mountrath",,Laois,110000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"MANNIN AUGHAMORE, BALLHAUNIS, MAYO",,Mayo,35000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"MOONEEN, LOUISBURGH, MAYO",,Mayo,107000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"No 7 Lobster Pot Court, Ardara, Co. Donegal",,Donegal,74889.86,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/04/2015,"ROSSMINOGUE, CRAANFORD, GOREY",,Wexford,235000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"SHANDRUM, NEWPORT, CO. MAYO.",,Mayo,119250,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"Sheilbaggan, Ramsgrange, New Ross",,Wexford,120000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"TALBOTSTOWN, KILTEGAN, WICKLOW",,Wicklow,90000,Yes,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"THE HAVEN, CASTLEMEHIGAN, GOLEEN",,Cork,80000,No,No,Second-Hand Dwelling house /Apartment,
23/04/2015,"WATERLOO, BLARNEY, CORK",,Cork,130000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"1 FAIRFIELD, GOAT ST, DINGLE",,Kerry,100000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"1 MARTHAN, BALLYFERRITER",,Kerry,167000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"1 SPAFIELD TERRACE, SANDYMOUNT AVE, SANDYMOUNT DUBLIN 4",Dublin 4,Dublin,1435000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"1 ST BRIDGETS DR, GREENHILLS, DUBLIN 12",Dublin 12,Dublin,315000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"1 THE COURTYARD, ENNISKERRY, WICKLOW",,Wicklow,615000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"1 THE WALK, DUNBOYNE CASTLE, DUNBOYNE",,Meath,375000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"10 Knights Court, Cullinagh, Newcastle West",,Limerick,150000,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
24/04/2015,"101 Church Road, East Wall",Dublin 3,Dublin,135000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"102 THE PARKLANDS, TRALEE, CO KERRY",,Kildare,28000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"11 Castle Mews, Kilminchy Village, Portlaoise",,Laois,90000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"11 CUSTUME PIER, ATHLONE, CO WESTMEATH",,Westmeath,72000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"11 MOUNTAIN VIEW, LARAGH, WICKLOW",,Wicklow,195000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"11 PARKLANDS CRESCENT, MAYNOOTH, KILDARE",,Kildare,220000,Yes,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"11 THE BIRCHES, TORQUAY RD, FOXROCK DUBLIN 18",Dublin 18,Dublin,1445000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"1124 WALTERSTOWN, NURNEY, CO KILDARE",,Kildare,123000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"12 LANA NA PAIRCE, BALLYOWEN LANE, LUCAN",,Dublin,150000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"12 PEARSE PARK, DUNDALK, LOUTH",,Louth,105000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"12 THE NURSERIES, CHURCH RD, MUHUDDART DUBLIN 15",Dublin 15,Dublin,169500,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"13 EDEN AVE, GRANGE RD, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,490000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"14 GLEANTAIN MANOR, CARNAMUGGAGH, LETTERKENNY",,Donegal,90000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"14 ROCHDALE, HONEY PARK, KILL AVENUE",Dublin 15,Dublin,157250,Yes,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"14 SOUTH SHORE COURT, LAYTOWN, CO MEATH",,Meath,120000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"14 THE SEASONS, CARRIGALINE, CORK",,Cork,138100,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"14 WOODBURY, BARNA DEMNSE, GALWAY",,Galway,230000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"143 NAVAN RD, DUBLIN 7, DUBLIN",Dublin 7,Dublin,395000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"148 GLENDARA, RAHOON, GALWAY",,Galway,151000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"15 BEREHAVEN PLACE, HOWTH RD, RAHENY DUBLIN 5",Dublin 5,Dublin,385000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"15 DE LOUGHRY PLACE, KILKENNY",,Kilkenny,155000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"15 GLENDALE MANOR, GLENCAR, LETTERKENNY",,Donegal,130000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"15 LIFFEY TERRACE, ST LAURENCES RD, CHAPELIZOD DUBLIN 20",Dublin 20,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"150 Tirellan Heights, Headford Road, Galway",,Galway,205000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"154 WINTERGARDENS, PEARSE ST, DUBLIN 2",Dublin 2,Dublin,200000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"16 CHARNWOOD HEATH, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,365000,Yes,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"16 HEATHFIELD TERRACE, CAPPAGH, DUBLIN 11",,Dublin,175000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"16 MALTON HOUSE, IFSC, CUSTOM HOUSE SQ DUBLIN 1",Dublin 1,Dublin,200000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"16 MOUNT ROCHFORD AVE, FLEMINGTON LANE, BALBRIGGAN",,Dublin,235000,Yes,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"16 OAKLEIGH, BALBRIGGAN, DUBLIN",,Dublin,128000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"16 ST TERESA PLACE, GLASNEVIN, DUBLIN 1",Dublin 9,Dublin,310000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"164 CAPTAINS RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,190000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"17 ASHGROVE COURT, CAHIR RD, CLONMEL",,Tipperary,173000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"17 SESKIN COURT BLOCK C, ARENA COURT, TALLAGHT",,Dublin,138000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"17 WRENVILLE, PIPERS CROSS KILMONEY, CARRIGALINE",,Cork,225000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"170 CASTLEFORBES SQ, CASTLEFORBES RD, DUBLIN 1",Dublin 1,Dublin,304000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"17A WOODVILLE, NEWPORT RD, CASTLEBAR",,Mayo,75000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"18 - 19 BOW STREET, DUBLIN 7",,Dublin,360000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"18 MILLSTREAM COURT, MILL RD, ENNIS",,Clare,56000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"18 PEARSE SQ, LOWER DARGLE ROAD, BRAY",,Wicklow,215000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"19 CASTLEMARTIN DR, BETTYSTOWN, MEATH",,Meath,35000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"19 MOSSGROVE AVE, CAHERDAVIN HEIGHTS, LIMERICK",,Limerick,150000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"19 rivercourt, rathmullen road, drogheda",,Louth,95000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"19 The Hollows, Lucan",,Dublin,150000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/04/2015,"1A THE DRIVE, BODEN PARK, RATHFARNHAM",Dublin 16,Dublin,445000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"2 Goose Green, Grace Park  Road, Drumcondra",Dublin 9,Dublin,370044.05,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
24/04/2015,"2 Kirvin Hill, Rathnew",,Wicklow,202644,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/04/2015,"2 Listillion, Letterkenny",,Donegal,145374.44,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
24/04/2015,"2 Meadow Fields, Rylane",,Cork,225000,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
24/04/2015,"2 NAAS RD, KILCULLEN, KILDARE",,Kildare,250000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"2 SPAFIELD TERRACE, BALLSBRIDGE, DUBLIN 4",,Dublin,1435000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"2 THE SEASONS, CARRIGALINE, CORK",,Cork,136000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"2 Thornberry, Mountaintop, Letterkenny",,Donegal,205000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"20 AYLESBURY AVENUE, FERRYBANK, CO WATERFORD",,Waterford,120705,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"20 FORGE AVENUE, THE FORGE, LUSK",,Dublin,215858,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/04/2015,"20 LOUGH DERG RD, RAHENY, DUBLIN 5",Dublin 5,Dublin,254000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"20 OSPREY PARK, TEMPLEOGUE, DUBLIN",,Dublin,362000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"20 SLANEY PARK, SHANNON, CLARE",,Clare,69000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"200 POLLERTON RD, CARLOW, CARLOW",,Carlow,65000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"22 RADCLIFFE APTS, BINN EADAIR VIEW, SUTTON DUBLIN 13",Dublin 13,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"23 Boroimhe Beech, Swords, County Dublin",,Dublin,252500,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"23 CASTLE TERRACE COURT, ST MARGARETS AVE, MALAHIDE",,Dublin,285000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"23 MILLBROOK, PORTLAOISE, LAOIS",,Laois,92000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"23 Roselawn, Rosehill, Kells Road",,Kilkenny,140969,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/04/2015,"24 BRACKVOAN, BRUFF, LIMERICK",,Limerick,105000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"24 WATERFALL RD, RAHENY, DUBLIN 5",Dublin 5,Dublin,525000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"25 CASTLEGRANGE DR, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,133000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"25 CASTLEMANOR, FERNS, WEXFORD",,Wexford,138000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"25 HAZEL AVENUE, KILMACUD, STILLORGLIN",,Dublin,463000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"25 THE DEANERY, DEANERY, KILDARE",,Kildare,85000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"25 WOODLANDS PARK, ARKLOW, WICKLOW",,Wicklow,125000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"26 CAMMOCK, MOUNTBROWN, DUBLIN 8",,Dublin,118000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"26 COOLDRIONA COURT, SWORDS, CO DUBLIN",,Dublin,100000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"26 GRANGE ABBEY CRESCENT, BALDOYLE, DUBLIN 13",Dublin 13,Dublin,323000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"26 GREENHILLS, KNOCKCROGHERY, ROSCOMMON",,Roscommon,137000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"26 THE GLEBE, STRADBALLY, LAOIS",,Laois,125000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"27 Cluain Mhor, Tramore",,Waterford,135000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"27 CLYBAUN ARD, CLYBAUN RD, GALWAY",,Galway,75000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"27 Morrow House, Myrtle, Baldoyle",Dublin 13,Dublin,120000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"27 THE LINKS HOLIDAY VILLAGE, LAHINCH, HOLIDAY VILLAGE",,Clare,135000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"280 CASTLECURRAGH HEATH, MULHUDDART, DUBLIN 15",Dublin 15,Dublin,90000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"29 FOXROCK PARK, FOXROCK, DUBLIN 18",Dublin 18,Dublin,550000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"3 DOONANE TCE, CRETTYARD, CARLOW",,Laois,54000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"3 GRANGE VIEW DR, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,173000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"3 JAMES ST, TRALEE, KERRY",,Kerry,40000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"3 ROCWOOD DR, GRANGE MANOR, WATERFORD",,Waterford,145000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"3 The Apex, Kilmainham Lane, Dublin 8",Dublin 8,Dublin,365639,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/04/2015,"3 The Stables, Monivea",,Galway,171806,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/04/2015,"31 MOUNTAIN VIEW, MYSHALL, CARLOW",,Carlow,110000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"34 COURTYARD, HILL ST, DUBLIN 1",,Dublin,175000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"34 PEMBROKE SQ, BARROW ST, DUBLIN 4",Dublin 4,Dublin,325000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"34 THE BELFRY, ENNISKERRY ROAD, STEPASIDE",Dublin 18,Dublin,136000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"35 GLEANN NA TRA, SANDY RD, GALWAY",,Galway,133000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"36 Barretstown Meadows, Roseberry, Newbridge",,Kildare,251101.32,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/04/2015,"36 Upper O'Connell Street, Dublin 1",Dublin 1,Dublin,170000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"36 WOODSTOWN DR, WOODSTOWN VILLAGE, KNOCKLYON DUBLIN 16",Dublin 16,Dublin,383000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"37 CARRIGMORE CRESCENT, SAGGART, DUBLIN",Dublin 24,Dublin,72500,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"37 LARCHFIELD EST, KILKENNY, KILKENNY",,Kilkenny,166000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"37 Lorro Gate, Athenry",,Galway,52863.44,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/04/2015,"37 SIMMONSTOWN MANOR, CELBRIDGE, KILDARE",,Kildare,437500,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"38 BOROIMHE CHERRY, SWORDS, DUBLIN",,Dublin,173000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"38 O'DALY ROAD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,270000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"38 OAK RD, DONNYCARNEY, DUBLIN 9",Dublin 9,Dublin,17000,Yes,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"38 PAIRC NA GREINE, RATHCORMAC, CORK",,Cork,105000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"39 ROSE HILL, WICKLOW",,Wicklow,80000,Yes,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"4 DONOUGHMORE, LEDWIDGE HALL, SLANE",,Meath,68500,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"4 Elder Heath Glade, kiltipper, dublin 24",Dublin 24,Dublin,242290.75,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/04/2015,"4 HARBOUR COTTAGES, GHAN RD, CARLINGFORD",,Louth,225000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"4 THURLES ROAD, LITTLETON",,Tipperary,23000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"40 THE GLASSLYNN, CLOUGHMACSIMONE, BANDON",,Cork,160000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"40A OLD MUIRHEVNA, DUBLIN ROAD, DUNDALK",,Louth,239250,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"41 Dublin Street, Blackpool",,Cork,139000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"416A BALLYOULSTER, DUBLIN RD, CELBRIDGE",,Kildare,292000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"43 CARRAMORE DRIVE, KNOCK, MAYO",,Mayo,49339,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"43 COLLINS AVE, DUBLIN 9, DUBLIN",Dublin 9,Dublin,286000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"44 CROMWELLSFORT RD, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,340000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"45 CLUAIN SHEE, AIKENS VILLAGE, SANDYFORD DUBLIN 18",Dublin 18,Dublin,451500,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"45 OAKLANDS, CARRICK ON SHANNON, LEITRIM",,Leitrim,47000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"47 CROYDON GREEN, MARINO, DUBLIN 3",Dublin 3,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"47 WALKINSTOWN AVE, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,80000,Yes,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"48 Esker fields, Ballinasloe, co.galway",,Galway,40000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/04/2015,"49 KERRYHALL RD, FAIRHILL, CORK",,Cork,98000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"5 CASTLELAND PARK WAY, BALBRIGGAN, CO DUBLIN",,Dublin,198238,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/04/2015,"5 CATHEDRAL HOUSE, 51 53 PATRICK ST, DUBLIN 8",Dublin 8,Dublin,170000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"5 TALBOT PLACE, TRAMORE, WATERFORD",,Waterford,220000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"50 Rath Glen, Killeshin, Co. Laois",,Laois,166000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/04/2015,"50 RATHEDMOND EST, SLIGO, SLIGO",,Sligo,128000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"54 CHERRY ORCHARD AVE, DUBLIN 10, DUBLIN",Dublin 10,Dublin,135000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"54 WOODSIDE, COBH, CORK",,Cork,120000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"56 ANGLEANNRUA, LETTERKENNY, DONEGAL",,Donegal,55000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"56 BELADD, STRADBALLY RD, PORTLAOISE",,Laois,168000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"58 GLEANNTAIN MANOR, CARNAMUGGAGH, LETTERKENNY",,Donegal,130000,No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"59 Cillbeg Manor, Stardbally",,Laois,105726.87,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/04/2015,"6 ASHGROVE DRIVE, CLONMEL, COUNTY TIPPERARY",,Tipperary,135000,No,No,Second-Hand Dwelling house /Apartment,
